Heating Fuel,Measure Values,State,Upgrade Package Assignment,Measure Names
Natural Gas,50617.64061,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,42901.85639,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,119189.6712,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,67762.35148,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,76349.18209,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,62896.72516,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,116854.3937,MD,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,87435.70216,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,101587.5843,MD,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,57395.90162,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,51178.85219,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,46314.68674,MD,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,53464.88017,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,76076.60579,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,26913.23731,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,60513.30238,MD,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,60742.22695,MD,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,31787.0229,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,40984.69648,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,29001.97036,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,46046.73223,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,24872.30816,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,30520.80888,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,44627.85321,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,215951.8701,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,127662.488,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,84975.48659,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,219449.0533,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,132255.1835,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,135863.9274,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,46121.69419,MI,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,51336.0938,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,158858.6183,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,105755.8415,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,103529.2414,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,67483.12122,MI,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,95997.86778,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,81527.81029,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,96156.68538,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,65582.28359,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,38248.21422,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,28527.25734,MI,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,101042.7119,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,76109.69095,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,49776.74665,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,33233.4395,MI,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,41343.10513,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,177595.2151,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,119291.2125,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,102114.5993,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,173784.0448,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,130112.5792,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,109269.9284,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,96911.2845,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,181902.2659,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,149929.0596,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,105569.3386,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,136320.5706,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,128711.8345,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,103137.6895,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,171091.3756,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,99395.33492,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,69292.95587,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,46208.23341,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,67319.63962,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,57770.23375,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,36081.02944,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,126256.2083,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,180906.4552,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,134580.4918,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,143363.0289,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,112679.1222,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,113949.056,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,133036.894,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,106487.7113,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,59331.76328,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,41002.10042,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,,MI,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,220811.5835,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,93082.96035,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,110217.5802,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,123961.6736,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,101833.0902,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,55179.9225,MI,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,252104.4411,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,70036.10957,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,72088.83457,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,150849.4338,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,109429.6323,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,67589.91061,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,96451.64374,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,89990.36422,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,57179.46742,MI,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,73642.95029,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,49727.19856,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,37751.53847,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,20699.7238,MI,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,67518.04181,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,55300.46684,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,45222.32299,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,24478.22204,MI,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,105668.5975,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,56921.35397,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,114752.9038,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,142160.1474,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,122059.9006,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,106459.1014,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,177019.1637,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,103070.5809,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,104330.0558,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,276855.4803,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,153307.2913,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,126379.0151,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,172137.0168,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,144574.166,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,126507.187,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,111090.7973,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,61642.03586,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,77240.01693,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,53694.54033,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,42508.25231,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,96756.60312,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,62107.95089,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,56587.72066,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,45925.53478,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,168790.4642,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,103657.1792,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,73992.61831,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,139454.6539,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,100080.6068,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,126087.8973,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,76908.21362,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,61713.30442,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,35242.20748,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,105810.9791,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,48661.59379,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,55399.04866,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,93532.7827,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,143889.5271,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,145284.1568,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,95998.79462,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,82249.69071,MI,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,93789.5653,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,132039.9398,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,83009.76038,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,62846.55981,MI,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,38515.80745,MI,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,31093.87665,MI,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,103339.6696,MI,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
